campID	commID	donorID
7244	20511	106086
7345	20686	106086
5233	12165	106087
6169	16089	106087
7006	19905	106087
7075	20077	106087
7213	20414	106087
7244	20511	106087
7345	20686	106087
5233	12165	106088
6169	16089	106088
7006	19905	106088
7075	20077	106088
7213	20414	106088
7244	20511	106088
7345	20686	106088
5233	12165	106089
6169	16089	106089
7006	19905	106089
7075	20077	106089
7213	20414	106089
7244	20511	106089
7345	20689	106089
5233	12165	106090
6169	16089	106090
7006	19905	106090
7075	20077	106090
7213	20414	106090
7244	20511	106090
7345	20689	106090
5233	12165	106091
6169	16089	106091
7006	19905	106091
7075	20077	106091
7213	20414	106091
7244	20511	106091
7345	20689	106091
6169	16089	106092
7075	20077	106092
6169	16089	106093
7075	20077	106093
7213	20414	106093
7345	20685	106094
6169	16089	106095
7075	20077	106095
7213	20414	106095
7345	20686	106095
6169	16089	106096
7075	20077	106096
6169	16089	106097
7075	20077	106097
7213	20414	106097
7345	20689	106097
6169	16089	106098
7075	20077	106098
7213	20414	106098
6169	16088	106099
6169	16089	106100
7075	20077	106100
7213	20414	106100
5233	12165	106101
6169	16089	106101
7006	19905	106101
7075	20077	106101
7213	20414	106101
7244	20511	106101
7345	20686	106101
5233	12165	106102
6169	16089	106102
7006	19905	106102
7075	20077	106102
7213	20414	106102
7244	20511	106102
7345	20686	106102
5233	12165	106103
6169	16089	106103
7006	19905	106103
7075	20077	106103
7213	20414	106103
7244	20511	106103
7345	20689	106103
5233	12165	106104
6169	16089	106104
7006	19905	106104
7075	20077	106104
7213	20414	106104
7244	20511	106104
7345	20689	106104
5233	12165	106105
5233	12165	106106
6169	16089	106106
7006	19905	106106
7075	20077	106106
7213	20414	106106
7244	20511	106106
7345	20686	106106
6169	16089	106107
7075	20077	106107
7213	20414	106107
6169	16089	106108
7075	20077	106108
7213	20414	106108
5233	12164	106109
7345	20685	106110
7345	20685	106111
5233	12165	106112
6169	16089	106112
7213	20414	106112
5233	12165	106113
6169	16089	106114
5233	12165	106115
6169	16089	106115
7006	19905	106115
7075	20077	106115
7213	20414	106115
7244	20511	106115
7345	20689	106115
5233	12165	106116
6169	16089	106116
7006	19905	106116
7075	20077	106116
7213	20414	106116
7244	20511	106116
7345	20686	106116
6169	16089	106117
7075	20077	106117
5233	12165	106118
6169	16089	106118
7006	19905	106118
7075	20077	106118
7213	20414	106118
7244	20511	106118
7345	20686	106118
5233	12164	106119
6169	16088	106119
7075	20077	106119
7213	20414	106119
7345	20686	106120
5233	12165	106121
6169	16089	106121
7006	19905	106121
7075	20077	106121
7213	20414	106121
7244	20511	106121
7345	20686	106121
5233	12165	106122
6169	16089	106122
7006	19905	106122
7075	20077	106122
7213	20414	106122
7244	20511	106122
7345	20686	106122
7345	20685	106123
6169	16089	106124
6169	16089	106125
7075	20077	106125
7213	20414	106125
7345	20689	106125
5233	12165	106126
6169	16089	106126
7006	19905	106126
7075	20077	106126
7213	20414	106126
7244	20511	106126
7345	20686	106126
6169	16089	106127
7075	20077	106127
6169	16089	106128
7075	20077	106128
7213	20414	106128
6169	16089	106129
7075	20077	106129
7213	20414	106129
5233	12165	106130
6169	16089	106130
6169	16089	106131
7075	20077	106131
7213	20414	106131
5233	12165	106132
6169	16089	106132
5233	12165	106133
5233	12165	106134
6169	16089	106134
5233	12165	106135
6169	16089	106135
7006	19905	106135
7075	20077	106135
7213	20414	106135
7244	20511	106135
7345	20686	106135
6169	16089	106136
7075	20077	106136
6169	16089	106137
7075	20077	106137
7213	20414	106137
7345	20689	106137
6169	16089	106138
7075	20077	106138
6169	16089	106139
7075	20077	106139
5233	12165	106140
6169	16089	106140
7006	19905	106140
7075	20077	106140
7213	20414	106140
7244	20511	106140
7345	20689	106140
5233	12165	106141
6169	16089	106141
7006	19905	106141
7075	20077	106141
7213	20414	106141
7244	20511	106141
7345	20689	106141
5233	12165	106142
6169	16089	106142
7006	19905	106142
7075	20077	106142
5233	12165	106143
6169	16089	106143
7006	19905	106143
7075	20077	106143
7213	20414	106143
7244	20511	106143
7345	20686	106143
5233	12165	106144
6169	16089	106144
7006	19905	106144
7075	20077	106144
6169	16089	106145
7006	19905	106145
7075	20077	106145
7213	20414	106145
7345	20686	106145
6169	16089	106146
7075	20077	106146
7213	20414	106146
5233	12165	106147
6169	16089	106147
7006	19905	106147
7075	20077	106147
7213	20414	106147
7244	20511	106147
7345	20686	106147
5233	12165	106148
6169	16089	106149
7075	20077	106149
6169	16089	106150
7075	20077	106150
5233	12165	106151
6169	16089	106151
7006	19905	106151
7075	20077	106151
7213	20414	106151
7244	20511	106151
7345	20686	106151
5233	12165	106152
5233	12165	106153
6169	16089	106153
7006	19905	106153
7075	20077	106153
7213	20414	106153
7244	20511	106153
7345	20689	106153
6169	16089	106154
7075	20077	106154
7213	20414	106154
6169	16089	106155
7075	20077	106155
7213	20414	106155
6169	16089	106156
7075	20077	106156
7213	20414	106156
5233	12165	106157
6169	16089	106157
7006	19905	106157
7075	20077	106157
7213	20414	106157
7244	20511	106157
7345	20686	106157
6169	16089	106158
7075	20077	106158
7213	20414	106158
6169	16089	106159
7075	20077	106159
5233	12164	106160
6169	16088	106160
7006	19904	106160
7075	20076	106160
7213	20413	106160
7244	20510	106160
7345	20685	106160
5233	12165	106161
6169	16089	106161
7006	19905	106161
7075	20077	106161
7213	20414	106161
7244	20511	106161
7345	20689	106161
5233	12164	106162
6169	16088	106162
7006	19904	106162
7075	20076	106162
7213	20413	106162
7244	20510	106162
7345	20685	106162
5233	12164	106163
6169	16088	106163
7006	19904	106163
7075	20076	106163
7213	20413	106163
7244	20510	106163
7345	20685	106163
6169	16089	106164
6169	16089	106165
7075	20077	106165
7213	20414	106165
5233	12165	106166
6169	16089	106166
7006	19905	106166
7075	20077	106166
7213	20414	106166
7244	20511	106166
7345	20686	106166
5233	12165	106167
6169	16089	106167
7006	19905	106167
7075	20077	106167
7213	20414	106167
7244	20511	106167
7345	20689	106167
6169	16089	106168
7075	20077	106168
5233	12165	106169
6169	16089	106169
7006	19905	106169
7075	20077	106169
7213	20414	106169
7244	20511	106169
7345	20686	106169
6169	16089	106170
7075	20077	106170
7213	20414	106170
7345	20689	106170
6169	16089	106171
7075	20077	106171
6169	16089	106172
5233	12165	106173
6169	16089	106173
7006	19905	106173
7075	20077	106173
7213	20414	106173
7244	20511	106173
7345	20689	106173
6169	16089	106174
7075	20077	106174
7213	20414	106174
5233	12165	106175
6169	16089	106175
7006	19905	106175
7075	20077	106175
7244	20511	106175
7345	20686	106175
6169	16089	106176
7006	19905	106176
7075	20077	106176
7213	20414	106176
7244	20511	106176
7345	20686	106176
5233	12165	106177
6169	16089	106178
7006	19905	106178
7075	20077	106178
7244	20511	106178
7345	20689	106178
5233	12165	106179
6169	16089	106179
6169	16088	106180
6169	16089	106181
5233	12165	106182
6169	16089	106182
7213	20414	106182
5233	12165	106183
7006	19905	106183
7075	20077	106183
7213	20414	106183
7244	20511	106183
7345	20689	106183
5233	12165	106184
5233	12165	106185
7006	19905	106185
7075	20077	106185
7213	20414	106185
7244	20511	106185
7345	20686	106185
5233	12165	106186
6169	16089	106186
7006	19905	106186
7075	20077	106186
7213	20414	106186
7244	20511	106186
7345	20686	106186
7345	20685	106187
5233	12165	106188
6169	16089	106188
7006	19905	106188
7075	20077	106188
7213	20414	106188
7244	20511	106188
7345	20689	106188
5233	12165	106189
5233	12165	106190
6169	16089	106190
7006	19905	106190
7075	20077	106190
7213	20414	106190
7244	20511	106190
7345	20689	106190
6169	16089	106191
5233	12165	106192
6169	16089	106192
7006	19905	106192
7075	20077	106192
7213	20414	106192
7244	20511	106192
7345	20689	106192
6169	16089	106193
7075	20077	106193
7213	20414	106193
7345	20686	106194
5233	12165	106195
6169	16089	106195
7213	20414	106195
7244	20511	106195
7345	20686	106195
6169	16089	106196
7075	20077	106196
7213	20414	106196
6169	16089	106198
7075	20077	106198
5233	12165	106199
6169	16089	106199
7006	19905	106199
7075	20077	106199
7213	20414	106199
7244	20511	106199
7345	20689	106199
5233	12164	106200
6169	16088	106200
7006	19904	106200
7075	20076	106200
7213	20413	106200
7244	20510	106200
7345	20685	106200
6169	16089	106201
7075	20077	106201
7213	20414	106201
7345	20686	106201
5233	12165	106202
6169	16089	106202
7006	19905	106202
7075	20077	106202
7213	20414	106202
7244	20511	106202
7345	20689	106202
5233	12165	106203
6169	16089	106203
7006	19905	106203
7075	20077	106203
7345	20686	106203
6169	16089	106204
7006	19904	106205
7075	20076	106205
7244	20510	106205
7345	20685	106205
5233	12165	106206
6169	16089	106206
5233	12165	106207
6169	16089	106207
7006	19905	106207
7075	20077	106207
7213	20414	106207
7244	20511	106207
7345	20686	106207
6169	16089	106208
7075	20077	106208
7213	20414	106208
5233	12165	106209
6169	16089	106210
7075	20077	106210
7213	20414	106210
5233	12165	106211
5233	12165	106212
6169	16089	106213
7075	20077	106213
7213	20414	106213
5233	12165	106214
6169	16089	106214
7006	19905	106214
7075	20077	106214
7244	20511	106214
7345	20686	106214
6169	16089	106215
7075	20077	106215
6169	16089	106216
7006	19905	106216
7075	20077	106216
7213	20414	106216
7345	20686	106216
5233	12164	106217
6169	16089	106217
7075	20077	106217
7213	20414	106217
6169	16089	106218
7075	20077	106218
7345	20686	106218
5233	12165	106219
6169	16089	106220
7006	19905	106220
7075	20077	106220
7213	20414	106220
7244	20511	106220
7345	20686	106220
6169	16089	106221
7075	20077	106221
7213	20414	106221
7345	20689	106221
6169	16089	106222
7075	20077	106222
5233	12165	106223
6169	16089	106223
7006	19905	106223
7075	20077	106223
7213	20414	106223
7244	20511	106223
7345	20689	106223
6169	16089	106224
7075	20077	106224
7213	20414	106224
5233	12165	106225
6169	16089	106225
7006	19905	106225
7075	20077	106225
7213	20414	106225
7244	20511	106225
7345	20686	106225
6169	16089	106226
7006	19905	106226
7075	20077	106226
7213	20414	106226
7244	20511	106226
7345	20686	106226
5233	12165	106227
6169	16089	106227
7006	19905	106227
7075	20077	106227
7213	20414	106227
7244	20511	106227
7345	20689	106227
5233	12164	106228
6169	16088	106228
7006	19904	106228
7075	20076	106228
7213	20413	106228
7244	20510	106228
7345	20685	106228
5233	12165	106229
5233	12165	106230
6169	16089	106230
7006	19905	106230
7075	20077	106230
7213	20414	106230
7244	20511	106230
7345	20689	106230
5233	12165	106231
6169	16089	106231
7006	19905	106231
7075	20077	106231
7213	20414	106231
7244	20511	106231
7345	20689	106231
5233	12165	106232
6169	16089	106232
7006	19905	106232
7075	20077	106232
7213	20414	106232
7244	20511	106232
7345	20689	106232
6169	16088	106233
5233	12165	106234
6169	16089	106235
7006	19905	106235
7075	20077	106235
7213	20414	106235
7244	20511	106235
7345	20686	106235
5233	12165	106236
6169	16089	106236
7006	19905	106236
7075	20077	106236
7213	20414	106236
7244	20511	106236
7345	20689	106236
6169	16089	106237
7075	20077	106237
7213	20414	106237
6169	16089	106238
7075	20077	106238
7213	20414	106238
5233	12164	106239
6169	16088	106239
7006	19904	106239
7075	20076	106239
7244	20510	106239
7345	20685	106239
6169	16088	106240
5233	12164	106241
6169	16088	106241
7006	19904	106241
7075	20076	106241
7213	20413	106241
7244	20510	106241
7345	20685	106241
5233	12165	106242
6169	16088	106242
7006	19905	106242
7075	20077	106242
7213	20414	106242
7244	20511	106242
7345	20686	106242
5233	12164	106243
6169	16088	106243
7006	19904	106243
7075	20076	106243
7213	20413	106243
7345	20685	106243
6169	16089	106244
7075	20077	106244
7213	20414	106244
6169	16089	106245
7075	20077	106245
7345	20685	106246
5233	12165	106247
6169	16089	106247
7006	19905	106247
7075	20077	106247
7213	20414	106247
7244	20511	106247
7345	20689	106247
5233	12165	106248
6169	16089	106248
7006	19905	106248
7075	20077	106248
7213	20414	106248
7244	20511	106248
7345	20686	106248
5233	12165	106249
6169	16089	106250
7075	20077	106250
7213	20414	106250
5233	12165	106251
6169	16089	106251
7006	19905	106251
7075	20077	106251
7213	20414	106251
7244	20511	106251
7345	20686	106251
6169	16089	106252
7075	20077	106252
7213	20414	106252
5233	12165	106253
6169	16089	106253
7006	19905	106253
7075	20077	106253
7213	20414	106253
7244	20511	106253
7345	20686	106253
5233	12165	106254
5233	12165	106255
5233	12165	106256
6169	16089	106256
7006	19905	106256
7075	20077	106256
7213	20414	106256
7244	20511	106256
7345	20689	106256
6169	16089	106257
5233	12165	106258
6169	16089	106258
7006	19905	106258
7075	20077	106258
7213	20414	106258
5233	12165	106259
6169	16089	106259
7006	19905	106259
7075	20077	106259
5233	12165	106260
6169	16089	106260
7006	19905	106260
7075	20077	106260
7213	20414	106260
7244	20511	106260
7345	20686	106260
5233	12165	106261
6169	16089	106261
7006	19905	106261
7075	20077	106261
7213	20414	106261
7244	20511	106261
7345	20686	106261
6169	16089	106262
7075	20077	106262
7213	20414	106262
5233	12165	106263
6169	16089	106263
7006	19905	106263
7075	20077	106263
7213	20414	106263
7244	20511	106263
7345	20689	106263
5233	12165	106264
6169	16089	106264
7006	19905	106264
7075	20077	106264
7213	20414	106264
7244	20511	106264
7345	20689	106264
6169	16089	106265
7075	20077	106265
7213	20414	106265
5233	12165	106266
6169	16089	106266
7006	19905	106266
7075	20077	106266
7213	20414	106266
7244	20511	106266
7345	20689	106266
5233	12165	106267
7345	20686	106268
5233	12165	106269
6169	16089	106269
7006	19905	106269
7075	20077	106269
7213	20414	106269
7244	20511	106269
7345	20689	106269
5233	12165	106270
6169	16089	106270
7006	19905	106270
7075	20077	106270
7213	20414	106270
7244	20511	106270
7345	20689	106270
5233	12165	106271
5233	12164	106272
6169	16088	106272
5233	12165	106273
6169	16089	106273
5233	12164	106274
6169	16088	106274
7006	19904	106274
7075	20076	106274
7244	20510	106274
7345	20685	106274
6169	16089	106275
7075	20077	106275
6169	16089	106276
7006	19905	106276
7075	20077	106276
7244	20511	106276
7345	20686	106276
5233	12165	106277
6169	16089	106277
7006	19905	106277
7075	20077	106277
7213	20414	106277
7244	20511	106277
7345	20686	106277
5233	12165	106278
6169	16089	106278
7006	19905	106278
7075	20077	106278
7213	20414	106278
7244	20511	106278
7345	20689	106278
6169	16089	106279
7075	20077	106279
7213	20414	106279
5233	12165	106280
6169	16089	106280
5233	12165	106281
6169	16089	106281
7006	19905	106281
7075	20077	106281
7213	20414	106281
7244	20511	106281
7345	20686	106281
5233	12165	106282
6169	16089	106282
7006	19905	106282
7075	20077	106282
7345	20689	106282
5233	12165	106283
6169	16089	106283
7006	19905	106283
7075	20077	106283
7213	20414	106283
7244	20511	106283
7345	20689	106283
6169	16089	106284
7075	20077	106284
7213	20414	106284
6169	16089	106285
5233	12165	106286
6169	16089	106286
7006	19905	106286
7075	20077	106286
7213	20414	106286
7244	20511	106286
7345	20689	106286
5233	12165	106287
6169	16089	106288
7075	20077	106288
5233	12165	106289
7006	19905	106289
6169	16089	106290
7075	20077	106290
7213	20414	106290
6169	16089	106291
7075	20077	106291
7213	20414	106291
7345	20686	106291
6169	16089	106292
7075	20077	106292
5233	12165	106293
6169	16089	106294
7075	20077	106294
6169	16089	106295
7075	20077	106295
7213	20414	106295
6169	16089	106296
7075	20077	106296
5233	12165	106297
6169	16089	106297
7006	19905	106297
7075	20077	106297
7213	20414	106297
7244	20511	106297
7345	20686	106297
5233	12165	106298
6169	16089	106298
7213	20414	106298
5233	12165	106299
6169	16089	106299
7006	19905	106299
7075	20077	106299
7244	20511	106299
7345	20689	106299
6169	16089	106300
7075	20077	106300
7213	20414	106300
7345	20689	106300
6169	16089	106301
7006	19905	106301
7075	20077	106301
7213	20414	106301
7244	20511	106301
7345	20689	106301
5233	12164	106303
6169	16088	106303
7006	19904	106303
7075	20076	106303
7213	20413	106303
7244	20510	106303
7345	20685	106303
7345	20689	106304
5233	12165	106305
7006	19905	106305
7075	20077	106305
7213	20414	106305
7244	20511	106305
7345	20686	106305
5233	12165	106306
6169	16089	106306
7006	19905	106306
7075	20077	106306
7213	20414	106306
7244	20511	106306
7345	20689	106306
6169	16089	106307
7345	20689	106308
5233	12164	106309
6169	16088	106309
7006	19904	106309
7075	20076	106309
5233	12165	106310
6169	16089	106310
6169	16089	106311
7075	20077	106311
7213	20414	106311
6169	16089	106312
7075	20077	106312
7213	20414	106312
7345	20686	106312
5233	12165	106313
7006	19905	106313
7075	20077	106313
7213	20414	106313
7244	20511	106313
7345	20686	106313
5233	12164	106314
7006	19904	106314
7075	20076	106314
7213	20414	106314
7244	20511	106314
5233	12165	106315
7345	20689	106316
6169	16089	106317
7075	20077	106317
7213	20414	106317
7345	20686	106317
5233	12164	106318
7006	19904	106318
7075	20076	106318
7213	20413	106318
7244	20510	106318
7345	20685	106318
5233	12165	106319
7006	19905	106319
7075	20077	106319
7213	20414	106319
7244	20511	106319
7345	20689	106319
5233	12165	106320
6169	16089	106320
7006	19905	106320
7075	20077	106320
7244	20511	106320
7345	20686	106320
5233	12165	106321
6169	16089	106321
7006	19905	106321
7075	20077	106321
7213	20414	106321
7244	20511	106321
7345	20686	106321
5233	12165	106322
6169	16089	106322
7006	19905	106322
7075	20077	106322
7213	20414	106322
7244	20511	106322
7345	20686	106322
5233	12165	106323
6169	16089	106323
7006	19905	106323
7075	20077	106323
7213	20414	106323
7244	20511	106323
7345	20685	106324
6169	16089	106325
7075	20077	106325
7213	20414	106325
5233	12165	106326
6169	16089	106326
7006	19905	106326
7075	20077	106326
7213	20414	106326
7244	20511	106326
7345	20686	106326
5233	12164	106327
5233	12165	106328
6169	16089	106328
7006	19905	106328
7075	20077	106328
7213	20414	106328
7244	20511	106328
6169	16089	106329
5233	12164	106330
6169	16088	106330
7006	19904	106330
7075	20076	106330
7213	20413	106330
7244	20510	106330
7345	20685	106330
6169	16089	106331
7075	20077	106331
7213	20414	106331
6169	16089	106332
7006	19905	106332
7075	20077	106332
7213	20414	106332
7345	20689	106332
5233	12165	106333
6169	16089	106333
7006	19905	106333
7075	20077	106333
7213	20414	106333
7244	20511	106333
7345	20686	106333
6169	16089	106334
7006	19905	106334
7075	20077	106334
7213	20414	106334
7244	20511	106334
7345	20686	106334
5233	12165	106335
6169	16089	106335
7006	19905	106335
7075	20077	106335
7213	20414	106335
7244	20511	106335
7345	20689	106335
6169	16089	106336
7075	20077	106336
7213	20414	106336
6169	16089	106337
5233	12165	106338
6169	16089	106338
7006	19905	106338
7075	20077	106338
7213	20414	106338
7244	20511	106338
7345	20689	106338
5233	12165	106339
6169	16089	106339
7006	19905	106339
7075	20077	106339
7213	20414	106339
7244	20511	106339
7345	20689	106339
6169	16089	106340
7075	20077	106340
7213	20414	106340
6169	16089	106341
7006	19905	106341
7075	20077	106341
7213	20414	106341
7244	20511	106341
7345	20689	106341
5233	12164	106342
6169	16088	106342
7006	19904	106342
7075	20076	106342
7345	20685	106342
6169	16089	106343
5233	12165	106344
6169	16089	106344
7006	19905	106344
7075	20077	106344
7213	20414	106344
7244	20511	106344
7345	20689	106344
5233	12165	106345
6169	16089	106345
7006	19905	106345
7075	20077	106345
7213	20414	106345
7244	20511	106345
7345	20689	106345
5233	12165	106346
6169	16089	106346
7006	19905	106346
7075	20077	106346
7244	20511	106346
7345	20689	106346
5233	12165	106347
6169	16089	106347
7006	19905	106347
7075	20077	106347
7213	20414	106347
7244	20511	106347
7345	20686	106347
6169	16088	106348
6169	16089	106349
7075	20077	106349
7213	20414	106349
6169	16089	106350
7075	20077	106350
7213	20414	106350
5233	12165	106351
6169	16089	106351
7006	19905	106351
7075	20077	106351
7213	20414	106351
7244	20511	106351
7345	20686	106351
5233	12165	106352
6169	16089	106352
7006	19905	106352
7075	20077	106352
7213	20414	106352
7244	20511	106352
7345	20689	106352
6169	16089	106353
7075	20077	106353
7213	20414	106353
5233	12164	106354
7006	19904	106354
7075	20076	106354
6169	16089	106355
5233	12165	106356
6169	16089	106356
7006	19905	106356
7075	20077	106356
7213	20414	106356
7244	20511	106356
7345	20686	106356
6169	16089	106357
7075	20077	106357
6169	16089	106358
7006	19905	106358
7075	20077	106358
7213	20414	106358
7244	20511	106358
7345	20689	106358
5233	12165	106359
6169	16089	106359
7006	19905	106359
7075	20077	106359
7213	20414	106359
7244	20511	106359
7345	20686	106359
5233	12165	106360
6169	16089	106360
7006	19905	106360
7075	20077	106360
7213	20414	106360
7244	20511	106360
7345	20686	106360
5233	12165	106361
6169	16089	106361
7006	19905	106361
7075	20077	106361
7213	20414	106361
7244	20511	106361
7345	20689	106361
5233	12165	106362
5233	12165	106363
6169	16089	106363
7006	19905	106363
7075	20077	106363
7213	20414	106363
7244	20511	106363
7345	20686	106363
6169	16089	106364
7075	20077	106364
7213	20414	106364
7345	20689	106364
5233	12165	106365
6169	16089	106365
5233	12165	106366
5233	12165	106367
6169	16089	106367
7006	19905	106367
7075	20077	106367
6169	16089	106368
7075	20077	106368
7213	20414	106368
6169	16089	106369
7075	20077	106369
7213	20414	106369
5233	12164	106370
6169	16088	106370
7006	19904	106370
7075	20076	106370
6169	16089	106371
7075	20077	106371
7213	20414	106371
5233	12164	106372
7006	19904	106372
6169	16089	106373
7075	20077	106373
6169	16089	106374
6169	16089	106375
7075	20077	106375
7213	20414	106375
5233	12165	106376
6169	16089	106376
7006	19905	106376
7075	20077	106376
7213	20414	106376
7244	20511	106376
7345	20685	106377
5233	12165	106378
6169	16089	106378
7006	19905	106378
7075	20077	106378
7213	20414	106378
7244	20511	106378
7345	20689	106378
5233	12164	106379
6169	16088	106379
7006	19904	106379
7075	20076	106379
7244	20510	106379
7345	20685	106379
5233	12165	106380
6169	16089	106381
5233	12164	106382
6169	16089	106382
7006	19905	106382
7345	20689	106382
5233	12164	106383
6169	16088	106383
7006	19904	106383
7075	20076	106383
7213	20413	106383
7244	20510	106383
7345	20685	106383
5233	12165	106384
6169	16089	106384
7006	19905	106384
7075	20077	106384
6169	16089	106385
7075	20077	106385
7213	20414	106385
6169	16089	106386
7075	20077	106386
7213	20414	106386
5233	12165	106387
6169	16089	106387
7006	19905	106387
7075	20077	106387
7213	20414	106387
7244	20511	106387
7345	20686	106387
6169	16089	106388
7075	20077	106388
5233	12164	106389
6169	16088	106389
7006	19904	106389
7075	20076	106389
7213	20413	106389
7244	20510	106389
7345	20685	106389
6169	16089	106390
7075	20077	106390
7213	20414	106390
7345	20689	106390
5233	12165	106391
6169	16089	106391
7345	20689	106392
6169	16089	106393
7075	20077	106393
7213	20414	106393
6169	16089	106394
7345	20686	106395
6169	16089	106396
5233	12165	106397
5233	12165	106398
6169	16089	106398
7006	19905	106398
7075	20077	106398
7213	20414	106398
7244	20511	106398
7345	20689	106398
5233	12165	106399
6169	16089	106399
7006	19905	106399
7075	20077	106399
7213	20414	106399
7244	20511	106399
7345	20689	106399
6169	16089	106400
7075	20077	106400
7213	20414	106400
5233	12165	106401
6169	16089	106402
7075	20077	106402
7213	20414	106402
5233	12165	106403
6169	16089	106404
7075	20077	106404
5233	12165	106405
6169	16089	106405
7006	19905	106405
7075	20077	106405
7213	20414	106405
7244	20511	106405
7345	20689	106405
5233	12165	106406
6169	16089	106406
7006	19905	106406
7075	20077	106406
7213	20414	106406
7244	20511	106406
7345	20689	106406
6169	16089	106407
5233	12164	106408
6169	16088	106408
7006	19904	106408
7075	20076	106408
7213	20413	106408
5233	12164	106409
6169	16088	106409
7006	19904	106409
7075	20076	106409
7213	20413	106409
7244	20510	106409
7345	20685	106409
5233	12165	106410
6169	16089	106410
7006	19905	106410
7075	20077	106410
7213	20414	106410
7244	20511	106410
7345	20686	106410
5233	12165	106411
5233	12165	106412
6169	16089	106413
7006	19905	106413
7075	20077	106413
7345	20686	106413
5233	12165	106414
6169	16089	106414
7006	19905	106414
7075	20077	106414
7213	20414	106414
7244	20511	106414
7345	20689	106414
6169	16089	106415
7006	19905	106415
7075	20077	106415
7213	20414	106415
7345	20686	106415
6169	16089	106416
7075	20077	106416
7213	20414	106416
6169	16089	106417
7075	20077	106417
7213	20414	106417
6169	16089	106418
7075	20077	106418
7213	20414	106418
5233	12165	106419
6169	16089	106419
7006	19905	106419
7075	20077	106419
7213	20414	106419
7244	20511	106419
7345	20689	106419
6169	16089	106420
6169	16088	106421
7006	19904	106421
7075	20076	106421
7244	20510	106421
7345	20685	106421
5233	12165	106422
6169	16089	106422
7006	19905	106422
7075	20077	106422
7213	20414	106422
7244	20511	106422
7345	20689	106422
5233	12165	106423
6169	16089	106423
7006	19905	106423
7075	20077	106423
7213	20414	106423
7244	20511	106423
7345	20686	106423
6169	16089	106424
7075	20077	106424
6169	16089	106425
7075	20077	106425
5233	12165	106426
6169	16089	106426
7006	19905	106426
7075	20077	106426
7213	20414	106426
7244	20511	106426
7345	20689	106426
5233	12165	106427
6169	16089	106427
7006	19905	106427
7075	20077	106427
7213	20414	106427
7244	20511	106427
7345	20686	106427
5233	12164	106428
6169	16088	106428
7006	19904	106428
7075	20076	106428
7244	20510	106428
7345	20685	106428
7345	20685	106429
5233	12164	106430
6169	16088	106430
7006	19904	106430
7075	20076	106430
7213	20413	106430
7345	20685	106430
5233	12165	106431
6169	16089	106431
7006	19905	106431
7075	20077	106431
7213	20414	106431
7244	20511	106431
7345	20689	106431
6169	16089	106432
6169	16089	106433
5233	12165	106434
6169	16089	106434
7006	19905	106434
7075	20077	106434
7213	20414	106434
7244	20511	106434
7345	20686	106434
6169	16089	106435
5233	12165	106436
6169	16089	106436
7006	19905	106436
7075	20077	106436
7213	20414	106436
7244	20511	106436
7345	20689	106436
5233	12165	106437
6169	16089	106437
7006	19905	106437
5233	12165	106438
6169	16089	106438
7006	19905	106438
7075	20077	106438
7213	20414	106438
7244	20511	106438
7345	20689	106438
6169	16089	106439
7006	19905	106439
7075	20077	106439
7213	20414	106439
7244	20511	106439
7345	20686	106439
5233	12165	106440
6169	16089	106440
7006	19905	106440
7075	20077	106440
7213	20414	106440
7244	20511	106440
7345	20689	106440
6169	16089	106441
7075	20077	106441
7213	20414	106441
6169	16089	106442
7075	20077	106442
7213	20414	106442
5233	12165	106443
6169	16089	106443
7006	19905	106443
7075	20077	106443
7213	20414	106443
7244	20511	106443
7345	20689	106443
5233	12164	106444
6169	16089	106445
7075	20077	106445
7213	20414	106445
5233	12165	106446
6169	16089	106446
7006	19905	106446
7075	20077	106446
7213	20414	106446
7244	20511	106446
7345	20689	106446
6169	16089	106447
7075	20077	106447
5233	12165	106448
6169	16089	106448
7006	19905	106448
7075	20077	106448
7213	20414	106448
7244	20511	106448
7345	20689	106448
6169	16089	106449
7075	20077	106449
5233	12165	106450
6169	16089	106450
7006	19905	106450
7075	20077	106450
7213	20414	106450
7244	20511	106450
7345	20686	106450
5233	12164	106451
6169	16088	106451
7006	19904	106451
7075	20076	106451
7213	20413	106451
7244	20510	106451
7345	20685	106451
6169	16089	106452
7006	19905	106452
7075	20077	106452
7213	20414	106452
7244	20511	106452
7345	20689	106452
6169	16089	106453
7075	20077	106453
7213	20414	106453
5233	12165	106454
6169	16089	106454
5233	12164	106455
6169	16088	106455
7006	19904	106455
7075	20076	106455
7213	20413	106455
7345	20685	106455
5233	12164	106456
6169	16088	106456
7006	19904	106456
7075	20076	106456
7244	20510	106456
7345	20685	106456
7213	20414	106457
5233	12164	106458
6169	16089	106459
7075	20077	106459
7213	20414	106459
6169	16089	106460
7075	20077	106460
7213	20414	106460
6169	16089	106461
7075	20077	106461
7213	20414	106461
6169	16089	106462
7006	19905	106462
7075	20077	106462
7213	20414	106462
7345	20686	106462
6169	16089	106463
7075	20077	106463
7213	20414	106463
6169	16089	106464
5233	12165	106465
7006	19905	106465
7075	20077	106465
7213	20414	106465
7244	20511	106465
7345	20686	106465
6169	16089	106466
7075	20077	106466
7213	20414	106466
5233	12165	106467
6169	16089	106467
7006	19905	106467
7075	20077	106467
7213	20414	106467
7244	20511	106467
7345	20686	106467
5233	12164	106468
6169	16088	106468
5233	12165	106469
6169	16089	106469
7006	19905	106469
7075	20077	106469
