campID	commID	donorID
7345	20685	100124
6169	16088	100125
5233	12164	100126
6169	16088	100126
7006	19904	100126
5233	12164	100127
6169	16088	100127
7006	19904	100127
7075	20076	100127
7213	20413	100127
7244	20510	100127
7345	20685	100127
7345	20689	100128
5233	12164	100129
6169	16089	100129
7006	19904	100129
7075	20076	100129
7213	20413	100129
7244	20510	100129
7345	20685	100129
5233	12164	100130
6169	16088	100130
7006	19904	100130
5233	12165	100131
6169	16089	100131
7006	19905	100131
7075	20077	100131
7213	20414	100131
7244	20511	100131
7345	20689	100131
5233	12164	100132
7006	19904	100132
7075	20076	100132
7213	20413	100132
7244	20510	100132
7345	20685	100132
5233	12164	100133
6169	16088	100133
7006	19904	100133
7075	20076	100133
7213	20413	100133
7244	20510	100133
7345	20685	100133
5233	12164	100134
6169	16088	100134
7006	19904	100134
7075	20076	100134
7213	20413	100134
7345	20685	100135
6169	16089	100136
7075	20077	100136
7213	20414	100136
5233	12165	100137
6169	16089	100137
7006	19905	100137
7075	20077	100137
7213	20414	100137
7244	20511	100137
7345	20689	100137
5233	12164	100138
6169	16088	100138
7006	19904	100138
7075	20076	100138
7213	20413	100138
7244	20510	100138
7345	20685	100138
5233	12164	100139
6169	16088	100139
7006	19904	100139
7075	20076	100139
7213	20413	100139
7244	20510	100139
7345	20685	100139
7345	20685	100140
5233	12164	100141
6169	16088	100141
7006	19904	100141
7075	20076	100141
7213	20413	100141
7244	20510	100141
7345	20685	100141
5233	12165	100142
6169	16089	100142
7006	19905	100142
7075	20077	100142
7213	20414	100142
7244	20511	100142
7345	20689	100142
5233	12164	100143
6169	16088	100143
7006	19904	100143
7075	20076	100143
7213	20413	100143
7244	20510	100143
7345	20685	100143
6169	16089	100144
5233	12164	100145
6169	16088	100145
5233	12164	100146
6169	16088	100146
7006	19904	100146
7075	20076	100146
7213	20413	100146
7244	20510	100146
7345	20685	100146
5233	12164	100147
6169	16088	100147
7006	19904	100147
7075	20076	100147
7213	20413	100147
7244	20510	100147
7345	20685	100147
5233	12165	100148
5233	12164	100149
6169	16088	100149
7006	19904	100149
7075	20076	100149
7213	20413	100149
7244	20510	100149
7345	20685	100149
5233	12164	100150
6169	16088	100150
7006	19904	100150
7075	20076	100150
7244	20510	100150
7345	20685	100150
5233	12165	100151
6169	16089	100151
7006	19905	100151
7075	20077	100151
7213	20414	100151
7244	20511	100151
7345	20689	100151
5233	12164	100152
6169	16088	100152
7006	19904	100152
7075	20076	100152
7244	20510	100152
7345	20685	100152
5233	12164	100153
7006	19904	100153
6169	16088	100154
5233	12165	100155
6169	16089	100155
7006	19905	100155
7075	20077	100155
7213	20414	100155
7244	20511	100155
7345	20689	100155
5233	12165	100156
5233	12164	100157
5233	12165	100158
6169	16089	100158
7006	19905	100158
7075	20077	100158
7213	20414	100158
7244	20511	100158
7345	20689	100158
5233	12164	100159
6169	16088	100159
7006	19904	100159
7075	20076	100159
7244	20510	100159
7345	20685	100159
5233	12164	100160
6169	16089	100160
7006	19904	100160
7075	20076	100160
7213	20413	100160
7244	20510	100160
7345	20685	100160
5233	12165	100161
6169	16089	100161
7006	19905	100161
6169	16089	100162
7006	19905	100162
7075	20077	100162
7345	20686	100162
5233	12164	100163
7213	20413	100164
7244	20510	100164
7345	20685	100164
7345	20685	100165
5233	12164	100166
6169	16088	100166
7006	19904	100166
7075	20076	100166
7213	20413	100166
7244	20510	100166
7345	20685	100166
6169	16088	100167
7006	19904	100167
7075	20076	100167
7244	20510	100167
7345	20685	100167
5233	12164	100168
6169	16088	100168
7006	19904	100168
7075	20076	100168
7213	20413	100168
7244	20510	100168
7345	20685	100168
5233	12164	100169
6169	16088	100169
7006	19904	100169
7075	20076	100169
7213	20413	100169
7244	20510	100169
7345	20685	100169
5233	12165	100170
6169	16089	100170
7006	19905	100170
7075	20077	100170
7213	20414	100170
7244	20511	100170
7345	20689	100170
5233	12164	100171
6169	16088	100171
7006	19904	100171
7075	20076	100171
7244	20510	100171
7345	20685	100171
5233	12164	100172
6169	16088	100172
7006	19904	100172
7075	20076	100172
7213	20413	100172
7244	20510	100172
7345	20685	100172
5233	12164	100173
6169	16088	100173
7006	19904	100173
7075	20076	100173
7244	20510	100173
7345	20685	100173
5233	12164	100174
6169	16088	100174
7006	19904	100174
7075	20076	100174
7213	20413	100174
7244	20510	100174
7345	20685	100174
5233	12164	100175
6169	16088	100175
7006	19904	100175
7075	20076	100175
7213	20413	100175
7244	20510	100175
7345	20685	100175
5233	12164	100176
6169	16088	100176
7006	19904	100176
7075	20076	100176
7213	20413	100176
7244	20510	100176
7345	20685	100176
5233	12164	100177
6169	16088	100177
7006	19904	100177
7075	20076	100177
7213	20413	100177
7244	20510	100177
7345	20685	100177
5233	12164	100178
6169	16088	100178
7006	19904	100178
7075	20076	100178
7213	20413	100178
7244	20510	100178
7345	20685	100178
5233	12164	100179
6169	16088	100179
7006	19904	100179
7075	20076	100179
7213	20413	100179
7244	20510	100179
7345	20685	100179
6169	16089	100180
7075	20077	100180
7213	20414	100180
5233	12164	100181
6169	16088	100181
7006	19904	100181
7075	20076	100181
7213	20413	100181
7244	20510	100181
7345	20685	100181
7345	20685	100182
5233	12164	100183
6169	16088	100183
7006	19904	100183
7075	20076	100183
7213	20413	100183
7244	20510	100183
5233	12164	100184
6169	16088	100184
7006	19904	100184
5233	12164	100185
5233	12164	100186
7006	19904	100186
7075	20076	100186
7213	20413	100186
7244	20510	100186
7345	20685	100186
5233	12164	100187
6169	16088	100187
6169	16089	100188
7075	20077	100188
7213	20414	100188
5233	12164	100189
5233	12165	100190
6169	16089	100190
7006	19905	100190
7075	20077	100190
7213	20414	100190
7244	20511	100190
7345	20689	100190
7345	20685	100191
5233	12164	100192
6169	16089	100194
7075	20077	100194
7213	20414	100194
7345	20689	100194
7345	20685	100195
5233	12164	100196
6169	16088	100196
7006	19904	100196
7075	20076	100196
7213	20413	100196
7244	20510	100196
7345	20685	100196
7345	20685	100197
7075	20077	100198
7213	20414	100198
5233	12165	100199
6169	16089	100199
7006	19905	100199
5233	12164	100200
5233	12164	100201
6169	16088	100201
7006	19904	100201
7075	20076	100201
7244	20510	100201
7345	20685	100201
6169	16089	100202
7075	20077	100202
7213	20414	100202
5233	12164	100203
6169	16088	100203
6169	16089	100204
7075	20077	100204
7213	20414	100204
5233	12164	100205
5233	12164	100206
5233	12164	100207
6169	16088	100207
7006	19904	100207
7075	20076	100207
7213	20413	100207
7244	20510	100207
7345	20685	100207
5233	12164	100208
7006	19904	100208
7075	20076	100208
7213	20413	100208
7244	20510	100208
7345	20685	100208
6169	16089	100209
5233	12164	100210
5233	12164	100211
6169	16088	100211
7006	19904	100211
7075	20076	100211
7213	20413	100211
7244	20510	100211
7345	20685	100211
5233	12164	100212
6169	16089	100212
7006	19904	100212
7075	20076	100212
7213	20413	100212
7345	20685	100212
5233	12164	100213
6169	16088	100213
7006	19904	100213
7075	20076	100213
7213	20413	100213
7244	20510	100213
6169	16089	100214
7075	20077	100214
7213	20414	100214
5233	12165	100215
6169	16089	100215
7006	19905	100215
7075	20077	100215
7213	20414	100215
7244	20511	100215
7345	20686	100215
5233	12164	100216
6169	16088	100216
7006	19904	100216
7075	20076	100216
7213	20413	100216
7244	20510	100216
7345	20685	100216
5233	12164	100217
6169	16088	100217
7006	19904	100217
7075	20076	100217
7213	20413	100217
7244	20510	100217
5233	12164	100218
6169	16088	100218
7006	19904	100218
7075	20076	100218
7213	20413	100218
7244	20510	100218
7345	20685	100218
7345	20685	100219
5233	12164	100220
6169	16088	100220
7006	19904	100220
7075	20076	100220
7213	20413	100220
7244	20510	100220
7345	20685	100220
5233	12164	100221
7006	19904	100221
7075	20076	100221
7213	20413	100221
7244	20510	100221
7345	20685	100221
5233	12164	100222
7006	19904	100222
7075	20076	100222
7213	20413	100222
7244	20510	100222
7345	20685	100222
5233	12164	100223
6169	16088	100223
7006	19904	100223
7075	20076	100223
7213	20413	100223
7244	20510	100223
7345	20685	100223
5233	12164	100224
6169	16088	100224
7006	19904	100224
7075	20076	100224
7213	20413	100224
7244	20510	100224
7345	20685	100224
5233	12164	100225
6169	16088	100225
7006	19904	100225
7075	20076	100225
7213	20413	100225
7244	20510	100225
7345	20685	100225
5233	12164	100226
6169	16088	100226
7006	19904	100226
7075	20076	100226
7213	20413	100226
7244	20510	100226
7345	20685	100226
5233	12164	100227
6169	16088	100227
7006	19904	100227
7075	20076	100227
7244	20510	100227
7345	20685	100227
5233	12164	100228
6169	16088	100228
7006	19904	100228
7075	20076	100228
7213	20413	100228
7244	20510	100228
5233	12164	100229
5233	12164	100230
6169	16088	100230
7006	19904	100230
7075	20076	100230
7244	20510	100230
7345	20685	100230
5233	12164	100231
6169	16088	100231
7345	20685	100232
6169	16089	100233
7075	20077	100233
7345	20685	100234
5233	12164	100235
6169	16088	100235
5233	12164	100236
6169	16088	100236
7006	19904	100236
7075	20076	100236
7213	20413	100236
7244	20510	100236
7345	20685	100236
5233	12164	100237
6169	16088	100237
7006	19904	100237
7075	20076	100237
7244	20510	100237
7345	20685	100237
5233	12164	100238
6169	16088	100238
7006	19904	100238
7075	20076	100238
5233	12164	100239
6169	16088	100239
7006	19904	100239
7075	20076	100239
7213	20413	100239
7244	20510	100239
7345	20685	100239
5233	12164	100240
5233	12164	100241
6169	16088	100241
7213	20413	100241
5233	12164	100242
6169	16088	100242
7006	19904	100242
7075	20076	100242
5233	12164	100243
6169	16088	100243
7006	19904	100243
7075	20076	100243
7213	20413	100243
7244	20510	100243
7345	20685	100243
5233	12164	100244
6169	16088	100244
7006	19904	100244
7075	20076	100244
7213	20413	100244
7244	20510	100244
7345	20685	100244
5233	12164	100245
6169	16088	100245
7006	19904	100245
7075	20076	100245
7213	20413	100245
7244	20510	100245
7345	20685	100245
6169	16088	100246
5233	12164	100247
7345	20685	100248
7345	20685	100249
5233	12164	100250
6169	16088	100250
7006	19904	100250
7075	20076	100250
7213	20413	100250
7244	20510	100250
7345	20685	100250
5233	12164	100251
5233	12164	100252
6169	16088	100252
7006	19904	100252
5233	12165	100253
6169	16089	100253
5233	12165	100254
6169	16089	100254
7213	20414	100254
5233	12164	100255
6169	16088	100255
7006	19904	100255
7075	20076	100255
7213	20413	100255
7244	20510	100255
7345	20685	100255
6169	16089	100256
7075	20077	100256
7213	20414	100256
5233	12165	100257
6169	16089	100257
7006	19905	100257
7075	20077	100257
7213	20414	100257
7244	20511	100257
7345	20689	100257
5233	12165	100258
7006	19905	100258
7075	20077	100258
7213	20414	100258
7244	20511	100258
7345	20689	100258
5233	12165	100259
6169	16089	100260
7006	19905	100260
7075	20077	100260
7213	20414	100260
7345	20686	100260
7075	20077	100261
5233	12165	100262
6169	16089	100262
7006	19905	100262
7075	20077	100262
7213	20414	100262
7244	20511	100262
7345	20686	100262
6169	16089	100264
7075	20077	100264
7213	20414	100264
5233	12165	100265
6169	16089	100265
7006	19905	100265
7075	20077	100265
7244	20511	100265
7345	20686	100265
6169	16089	100266
7075	20077	100266
7213	20414	100266
5233	12165	100267
6169	16089	100267
7006	19905	100267
7075	20077	100267
7213	20414	100267
7244	20511	100267
6169	16089	100268
5233	12165	100269
5233	12165	100270
6169	16089	100270
7213	20414	100270
6169	16089	100271
7075	20077	100271
6169	16089	100272
7075	20077	100272
7213	20414	100272
5233	12165	100273
6169	16089	100273
7006	19905	100273
7075	20077	100273
7213	20414	100273
7244	20511	100273
7345	20686	100273
5233	12164	100274
6169	16089	100275
7075	20077	100275
7213	20414	100275
6169	16089	100276
7075	20077	100276
7213	20414	100276
5233	12165	100277
6169	16089	100277
7006	19905	100277
7075	20077	100277
7213	20414	100277
7244	20511	100277
7345	20689	100277
6169	16089	100278
5233	12165	100279
6169	16089	100279
5233	12165	100280
6169	16089	100280
7006	19905	100280
7075	20077	100280
7213	20414	100280
7244	20511	100280
7345	20689	100280
5233	12165	100281
6169	16089	100281
7006	19905	100281
7075	20077	100281
7213	20414	100281
7244	20511	100281
7345	20686	100281
5233	12165	100282
6169	16089	100282
7006	19905	100282
7075	20077	100282
7213	20414	100282
7244	20511	100282
7345	20689	100282
5233	12164	100283
6169	16088	100283
7006	19904	100283
7075	20076	100283
7213	20413	100283
7244	20510	100283
7345	20685	100283
5233	12165	100284
6169	16089	100284
7006	19905	100284
7075	20077	100284
7213	20414	100284
7244	20511	100284
7345	20686	100284
5233	12164	100285
6169	16088	100285
7006	19904	100285
7075	20076	100285
7213	20413	100285
7244	20510	100285
7345	20685	100285
5233	12164	100286
6169	16088	100286
7006	19904	100286
7075	20076	100286
7213	20413	100286
7244	20510	100286
7345	20685	100286
5233	12164	100287
6169	16088	100287
7006	19904	100287
7075	20076	100287
7213	20413	100287
7244	20510	100287
7345	20685	100287
5233	12165	100288
6169	16089	100289
7075	20077	100289
7213	20414	100289
7345	20689	100289
6169	16089	100290
7075	20077	100290
7213	20414	100290
5233	12165	100291
6169	16089	100291
5233	12164	100292
5233	12165	100293
5233	12165	100294
6169	16089	100294
7006	19905	100294
7075	20077	100294
7213	20414	100294
7244	20511	100294
7345	20686	100294
5233	12165	100295
6169	16089	100295
7006	19905	100295
7075	20077	100295
7213	20414	100295
7244	20511	100295
7345	20686	100295
5233	12165	100296
6169	16089	100296
7213	20414	100296
5233	12165	100297
6169	16089	100297
7006	19905	100297
7075	20077	100297
6169	16089	100298
7075	20077	100298
7213	20414	100298
5233	12165	100299
6169	16089	100299
7006	19905	100299
5233	12165	100300
6169	16089	100300
7006	19905	100300
7075	20077	100300
5233	12165	100301
5233	12165	100302
6169	16089	100302
7006	19905	100302
7075	20077	100302
7213	20414	100302
7244	20511	100302
7345	20686	100302
5233	12165	100303
5233	12164	100304
5233	12165	100305
6169	16089	100306
7075	20077	100306
7213	20414	100306
5233	12165	100307
6169	16089	100307
7006	19905	100307
7075	20077	100307
7213	20414	100307
7244	20511	100307
7345	20686	100307
6169	16089	100308
7006	19905	100308
7075	20077	100308
7213	20414	100308
7244	20511	100308
7345	20686	100308
5233	12165	100309
6169	16089	100309
7075	20077	100309
7213	20414	100309
7345	20686	100309
6169	16089	100310
5233	12165	100311
6169	16089	100311
7006	19905	100311
7075	20077	100311
7213	20414	100311
7244	20511	100311
7345	20689	100311
5233	12165	100312
6169	16089	100312
7006	19905	100312
7075	20077	100312
6169	16089	100313
7075	20077	100313
7213	20414	100313
6169	16089	100314
7075	20077	100314
7213	20414	100314
7345	20686	100314
5233	12165	100315
6169	16089	100315
7006	19905	100315
7075	20077	100315
7213	20414	100315
7244	20511	100315
7345	20689	100315
5233	12165	100316
6169	16089	100316
7006	19905	100316
7075	20077	100316
7213	20414	100316
7244	20511	100316
7345	20686	100316
6169	16089	100317
7075	20077	100317
7213	20414	100317
6169	16089	100318
7075	20077	100318
6169	16089	100319
7075	20077	100319
7213	20414	100319
5233	12165	100320
6169	16089	100320
6169	16089	100321
7075	20077	100321
7213	20414	100321
6169	16089	100322
7075	20077	100322
7213	20414	100322
7345	20686	100322
6169	16088	100323
7075	20077	100323
7213	20414	100323
5233	12165	100324
6169	16089	100324
7006	19905	100324
7075	20077	100324
7213	20414	100324
7244	20511	100324
7345	20689	100324
6169	16089	100325
7075	20077	100325
7213	20414	100325
5233	12165	100326
6169	16089	100326
7006	19905	100326
7075	20077	100326
7213	20414	100326
7244	20511	100326
7345	20689	100326
7345	20686	100327
5233	12165	100328
6169	16089	100328
7006	19905	100328
7075	20077	100328
7213	20414	100328
7244	20511	100328
7345	20686	100328
5233	12165	100329
6169	16089	100329
7006	19905	100329
7075	20077	100329
7213	20414	100329
7244	20511	100329
7345	20689	100329
5233	12165	100330
6169	16089	100330
7006	19905	100330
7075	20077	100330
7213	20414	100330
7244	20511	100330
7345	20686	100330
5233	12165	100331
6169	16089	100331
7006	19905	100331
7075	20077	100331
7213	20414	100331
7244	20511	100331
7345	20686	100331
5233	12165	100332
5233	12164	100333
6169	16088	100333
7006	19904	100333
7075	20076	100333
7213	20413	100333
7244	20510	100333
7345	20685	100333
5233	12165	100334
6169	16089	100334
7006	19905	100334
7075	20077	100334
7213	20414	100334
7244	20511	100334
7345	20686	100334
5233	12165	100335
6169	16089	100335
7213	20414	100336
6169	16089	100337
5233	12165	100338
6169	16089	100338
7006	19905	100338
7075	20077	100338
7213	20414	100338
7244	20511	100338
7345	20686	100338
5233	12165	100339
6169	16089	100339
7006	19905	100339
7075	20077	100339
7213	20414	100339
7244	20511	100339
7345	20686	100339
5233	12165	100340
6169	16089	100340
7006	19905	100340
7075	20077	100340
7213	20414	100340
7244	20511	100340
7345	20689	100340
6169	16089	100341
5233	12165	100342
6169	16089	100342
7006	19905	100342
7075	20077	100342
7213	20414	100342
7244	20511	100342
7345	20686	100342
6169	16089	100343
7075	20077	100343
7213	20414	100343
6169	16089	100344
7075	20077	100344
5233	12165	100345
6169	16089	100345
7006	19905	100345
7075	20077	100345
7213	20414	100345
7244	20511	100345
7345	20689	100345
5233	12165	100346
6169	16089	100346
7006	19905	100346
7075	20077	100346
7213	20414	100346
7244	20511	100346
7345	20686	100346
5233	12165	100347
6169	16089	100347
7006	19905	100347
7075	20077	100347
7213	20414	100347
7244	20511	100347
7345	20689	100347
5233	12165	100348
6169	16089	100348
7006	19905	100348
7075	20077	100348
7213	20414	100348
7244	20511	100348
7345	20686	100348
6169	16089	100349
7075	20077	100349
7213	20414	100349
7345	20686	100349
5233	12165	100350
5233	12165	100351
6169	16089	100351
7006	19905	100351
7075	20077	100351
7213	20414	100351
7244	20511	100351
7345	20686	100351
5233	12165	100352
6169	16089	100353
7006	19905	100353
7075	20077	100353
7213	20414	100353
7244	20511	100353
7345	20689	100353
6169	16089	100354
7075	20077	100354
7213	20414	100354
6169	16089	100355
7075	20077	100355
7213	20414	100355
5233	12165	100356
6169	16089	100356
7006	19905	100356
7075	20077	100356
7213	20414	100356
7244	20511	100356
7345	20689	100356
5233	12165	100357
6169	16089	100357
7006	19905	100357
7075	20077	100357
7213	20414	100357
7244	20511	100357
7345	20686	100357
6169	16089	100358
7075	20077	100358
5233	12164	100359
6169	16088	100359
7006	19904	100359
7075	20076	100359
7213	20413	100359
7345	20685	100359
6169	16089	100360
7006	19905	100360
7075	20077	100360
7213	20414	100360
7244	20511	100360
7345	20689	100360
5233	12165	100361
6169	16089	100361
7006	19905	100361
7075	20077	100361
7213	20414	100361
7244	20511	100361
7345	20689	100361
6169	16089	100362
7075	20077	100362
7213	20414	100362
5233	12165	100363
6169	16089	100363
7006	19905	100363
7075	20077	100363
7213	20414	100363
7244	20511	100363
7345	20686	100363
6169	16089	100364
7075	20077	100364
7213	20414	100364
5233	12165	100365
6169	16089	100365
7006	19905	100365
7075	20077	100365
7213	20414	100365
7244	20511	100365
